"","win_1970","win_1971","win_1972","win_1973","win_1974","win_1975","win_1976","win_1977","win_1978","win_1979","win_1980","win_1981","win_1982","win_1983","win_1984","win_1985","win_1986","win_1987","win_1988","win_1989","win_1990","win_1991","win_1992","win_1993","win_1994","win_1995","win_1996","win_1997","win_1998","win_1999","win_2000","win_2001","win_2002","win_2003","win_2004","win_2005","win_2006","win_2007","win_2008","win_2009","win_2010","win_2011","win_2012","win_2013","win_2014","win_2015","win_2016","win_2017","win_2018","win_2019","win_2020","species"
"Poa compressa",3592700.63941948,15245836.1582582,16643452.5445992,19718620.2788872,31231392.5919266,32942743.6175947,21502806.2785301,22377550.1476416,21644758.4991537,16836357.8427414,2815487.82076747,6809747.03962181,6720489.47789196,4337785.65733774,4337785.65733774,9581184.78556315,18937227.79478,18181577.0132806,29009157.5610239,29009157.5610239,28113679.5744507,13841532.114819,13251892.0908367,4933175.77760541,2321252.91542442,14759197.7912083,27247326.7400837,25058081.527468,25058081.527468,35724178.9602513,33260050.9122484,26627970.2073708,42047482.5558935,42081995.2861418,29425065.6959202,26639808.6595,39460136.7563213,37326970.9261926,51937979.7889448,47510452.3009969,30314068.1390232,307392.282952228,5632.92158671291,169506.211993045,169506.211993045,169506.211993045,456809.511014572,467985.331126267,1195469.61068383,11123385.7694069,11123385.7694069,"Poa compressa"
"Rosa multiflora",NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,2,3164623.32331931,3483130.62864029,3504145.60715407,3504145.60715407,3504145.60715407,"Rosa multiflora"
"Lysimachia clethroides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,44345.8875191132,1564362.4249535,2806014.58747279,4463590.0003455,4656562.89722391,4650371.51340523,"Lysimachia clethroides"
"Rumex obtusifolius",1706637.44859075,2116448.67113373,1510387.85936557,1510387.85936557,947927.749279986,100594.384115926,223492.386940318,651916.43893225,651916.43893225,1166238.98950441,1816566.55087032,1781598.8232973,1461526.13823567,1461526.13823567,195497.753285255,1,2,9731.75942905426,9731.75942905426,9731.75942905426,59609.9411454758,179328.429030725,2,172361.150414746,214362.504877615,81029.1457583099,56982.7970428009,56982.7970428009,127525.185718496,2,1,2,137275.959972169,9504143.84295858,9504143.84295858,9504143.84295858,7962874.06656836,7935044.52507427,435567.586953477,261212.897655287,35556.0400010361,35556.0400010361,134.844737983704,1143971.21580394,2732332.45373987,3878404.28358033,3989918.2963383,7908738.99110242,12948848.617522,13020025.9545252,12704887.2203669,"Rumex obtusifolius"
"Persicaria hydropiper",170216.227297549,964170.143858093,3465236.24213766,3715543.08152175,4276267.39471352,4276267.39471352,5723687.88357437,14778894.1434112,14376224.963993,19500103.5987876,19617627.8422124,21477799.3844834,21515454.6232223,21681072.3309414,11859638.8649005,7371822.84984591,7316392.49457105,6028407.20717343,4081.45574360085,697010.392709538,635652.979426834,4414845.3798354,4414845.3798354,4414845.3798354,3344893.82098404,3344893.82098404,2178002.86003295,3981082.31924297,2,2,23288461.3776353,25545992.1827226,25541417.6460604,28308911.6518078,18281090.2819019,14828575.6770927,7383609.00355532,9021077.37259092,9763842.53269482,5565174.12705963,5966628.71583471,7635764.0588105,7343900.43119769,5606436.18535307,7864747.41249939,2414287.61577415,2377161.69069164,5277532.15597699,5662205.40072838,28308853.6601584,28179782.4971329,"Persicaria hydropiper"
"Chelidonium majus",2,2,NA,NA,NA,NA,NA,1099.94355148897,76447.3803952043,672682.436723065,672682.436723065,672682.436723065,589973.845279605,14966.243096328,NA,1,1,1,1,1,NA,NA,1,1,2,1104740.52078439,1104740.52078439,2,2,1,NA,NA,NA,NA,NA,NA,211024.153033002,1415919.54957512,2133062.57191777,2544996.63201116,2544996.63201116,1631998.09011616,817197.708684702,44117.6582624881,298997.207872317,7438064.67600795,9495832.64624036,13525263.5939963,13525263.5939963,19800826.2656175,19802433.1558551,"Chelidonium majus"
"Amaranthus powellii",NA,NA,0,89.9816751903892,844.715532685089,844.715532685089,44368.3024189407,2262714.05059084,2692770.90189926,10151605.5819976,10263673.7431398,19367249.262397,18335968.7877899,18113453.8172303,13146804.6351664,10633362.3344531,1060185.94007621,1950821.26345762,915100.982318579,915100.982318579,500463.569422754,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,1,1,NA,NA,"Amaranthus powellii"
"Ranunculus repens",19075206.4865674,19075206.4865674,22150524.550735,17476164.1509267,6047708.25130635,5461939.3238106,8720523.18278116,8588492.10774235,8882623.67954264,11627921.7495035,12411469.3628915,11511818.7978931,11141620.8392859,10356021.9505406,23876555.7400206,16372679.054672,17847227.6875464,26696815.473301,14180635.7572679,13146338.1404661,12502112.3428172,12502112.3428172,3808140.44442698,4301547.53208927,4680431.38480389,508788.299255512,9498749.67019588,9498749.67019588,20016.5367432949,1,45675.2906961121,100.071950675249,2763595.67326669,6334890.71483411,7258543.2993147,5233266.67461407,5242155.2570825,3246360.07039301,1041272.84853737,1023098.26622125,214089.953531083,80707.0634471107,309364.11374652,923472.535991418,3137901.1966615,7399418.13094251,15908337.3707461,15908337.3707461,24385225.3055439,24647773.6261853,22015083.1620327,"Ranunculus repens"
"Silene vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44324874.2818191,56120748.1562564,60112039.2536589,60112039.2536589,"Silene vulgaris"
"Hemerocallis fulva",209898.112600983,209898.112600983,372960.054217895,373862.607173729,373862.607173729,188041.404997594,78433.2567933815,2,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,1,1,1,2,2,1287427.46008772,1320695.5758468,1320695.5758468,1320695.5758468,990509.398472955,7358.20962671156,93725.0024621216,5678053.31380865,7107283.32322863,17929191.6145972,18991127.5743562,18991127.5743562,17299803.9532024,"Hemerocallis fulva"
"Lotus corniculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28790351.1809863,53932702.5506399,54759823.8778085,54759823.8778085,"Lotus corniculatus"
"Lathyrus latifolius",2,366941.688883142,366941.688883142,1,1,1,NA,1,1,0,1565035.63566896,1565035.63566896,0,1264611.58415978,162493.001792816,2,2,2,NA,2,2,149822.506338968,149822.506338968,151292.389383377,2,2,2,2,1,1,1,NA,2,0,161234.5292352,161234.5292352,1499372.16744758,1507006.21473088,1507006.21473088,1473092.11479394,1502809.58847948,542841.204059838,141230.27529176,1234967.4258511,2622118.19294039,2685107.34722554,1647907.2018174,11288208.4812023,12175473.9553095,12175473.9553095,12062193.7623427,"Lathyrus latifolius"
"Vicia cracca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49210811.2112388,104149481.681115,104149481.681115,"Vicia cracca"
"Taraxacum officinale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,26805927.1482443,26805927.1482443,26840876.3295325,26840876.3295325,11476170.9307232,672973.588233752,9533816.53201309,12730391.9230268,22821216.9391198,31720156.7454112,94202269.8743356,94313641.3208498,107754544.23637,106660313.146167,"Taraxacum officinale"
"Salvelinus fontinalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,1,1,1,2,11528320.3276493,28594202.9284957,38055858.2005032,45618660.6469031,35462362.0812652,36303086.5941533,8734585.45359519,45552483.4187633,51945878.9271447,53397802.8495738,53375677.9454799,72779414.0203859,103390966.192633,104627619.586489,110239048.087072,110239048.087072,"Salvelinus fontinalis"
"Arctium minus",111541.773604173,115921.624100271,1917819.61403168,393087.210671069,9161092.91984978,14324575.4343205,17458699.0749186,18323212.472897,19579503.7735656,20967600.5575657,20080636.9026875,11529183.8120849,12023949.4914789,11765886.3576344,7749546.31677264,1201799.83758873,1201853.68809291,206816.363964741,2,2,72728.5776385712,2,1,1,1,1,2,2,2,2,2,1,1,5269648.86801085,5476907.23104714,207258.363036288,207258.363036288,2175476.26909539,12679314.5715806,12380705.2076779,12380705.2076779,12380705.2076779,7958830.68744586,2900767.57381319,3359513.45370058,15548267.251108,24266344.9247581,27541356.0503799,39520049.8162229,39537014.9185954,39537014.9185954,"Arctium minus"
"Impatiens glandulifera",83543.7278178226,667715.436434149,2207814.09107563,155564.444144815,155564.444144815,155564.444144815,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,274223.843066711,274223.843066711,274223.843066711,2,1398449.95659263,2,2089297.80544187,2089297.80544187,2603441.42247433,3435997.91177344,19522150.0593823,22584625.9398525,22584625.9398525,25180834.942037,26190228.6099746,21667484.9875873,"Impatiens glandulifera"
"Hieracium murorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,168029.804033076,224343.429832982,475752.053135699,402056.901683931,609268.968081505,609268.968081505,"Hieracium murorum"
"Trifolium hybridum",227860.451409662,6633911.07934525,6633911.07934525,8155677.7419487,28526448.7820982,28478844.5421327,20714481.2673811,29310075.0147419,29090919.2590959,10721296.7986433,29107711.6180219,24620470.7834445,15296224.1772694,15296224.1772694,14538430.48354,NA,1,3340619.00769403,16145638.5810771,16307017.9494768,53589081.543778,53861403.8908403,9345575.27092296,9345575.27092296,16894733.2929327,13284120.6666964,12769001.9319485,3397853.28136371,9364713.5415683,2,1,1,2,10225671.3879166,32900874.5836678,35408259.7622229,72859675.6138347,72865884.4009141,49186888.3318437,37786292.0374392,37373363.1612925,3354518.43667598,707463.527842084,1810672.042079,14243256.9240995,18492711.0984471,28644609.1206052,29656154.6447574,53066521.3692437,53066521.3692437,53066521.3692437,"Trifolium hybridum"
"Veronica chamaedrys",1227.22882567468,1227.22882567468,713.67876313138,1.57160808490515,429.970989067125,4300.29613802567,5418.67641411667,5134.34415473919,5967.14478948917,89023.2534570068,30166.1850923723,57054.2622478706,57054.2622478706,24979.5644488113,1,2,1,1,1,1,NA,NA,NA,NA,NA,1,2,2,2,2,1,NA,1,1,2,2,2,2,2,1,2,2,1,1,1,2082946.57639709,2157794.97199097,5604187.15785389,6147356.35657199,8573013.66435096,8573013.66435096,"Veronica chamaedrys"
"Sonchus arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36400551.095981,44916951.2725878,44928191.5085293,52283723.014215,52283723.014215,"Sonchus arvensis"
"Lymantria dispar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12641211.1156722,27892548.0809698,28471866.0655543,28471866.0655543,"Lymantria dispar"
"Silene latifolia",2422.00860319493,2422.00860319493,2422.00860319493,33596.7834841572,1940285.65218788,1939456.12303278,1939456.12303278,1939456.12303278,1873331.10277437,1,2,2,161485.650723999,161485.650723999,18071778.0558148,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,2,2,413505.777957223,423153.404470263,423153.404470263,308281.704097076,1278316.50823507,938594.167521753,4059475.3153773,7448845.97575951,19727805.5040598,26689191.4803084,26689191.4803084,26689191.4803084,"Silene latifolia"
"Alliaria petiolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2985649.70797331,4344847.4570198,4539810.15259929,5020638.11572373,"Alliaria petiolata"
"Galium mollugo",3083338.77066672,32222173.2180464,32222173.2180464,39770357.1453671,39770357.1453671,28777922.0199283,4220872.80178441,3740077.99581028,2804701.22230846,7264420.40916322,21227261.9647586,21227261.9647586,21227261.9647586,9491096.012618,3493816.8925969,2,2,17537898.5890465,14450856.060177,14969035.0286895,14969035.0286895,21209181.0400104,16112209.7583187,2,6527791.07754985,6527791.07754985,411856.19045337,411856.19045337,6571341.65173026,439146.476680054,439146.476680054,2028172.79081509,36821803.3551379,42566304.6204217,42566304.6204217,42566304.6204217,20469906.9318639,2,13073741.1495567,13073741.1495567,13073741.1495567,13353878.4444102,6003695.8197754,10016460.4546834,10922585.9575131,27994148.8001113,29186548.5744112,29349997.4259318,29495033.521985,28834493.0091829,28831487.2170372,"Galium mollugo"
"Potentilla recta",3305769.80944038,8679745.66305899,8366212.68197856,6680105.71361636,9976784.39742792,9976784.39742792,15442144.6339331,17483323.9007677,17801323.7870146,17828123.8226441,17828123.8226441,13122811.2748413,12018420.8233263,11813904.3778716,10034760.5182386,17692981.1446423,13260729.9477097,20285707.5144456,7061467.16892845,19206230.8501285,20429468.9253568,20429468.9253568,7540144.61883628,3612663.33302533,56297.8208536816,2,2,131995.344520625,131995.344520625,2,771641.249107532,4572436.81140759,4975552.83281343,10547616.8441591,12204708.0525116,12197557.5894116,11829656.1167243,9576602.83744511,4345666.66067335,4305883.69961239,3947717.94020052,5931824.63112489,6122908.96508724,3192832.23122576,6617667.95070732,13767622.0166026,17093261.595638,18912038.3841952,22274277.8707175,23503269.9590985,23154046.8097145,"Potentilla recta"
"Saponaria officinalis",254985.025527411,345909.835767468,373618.995623828,183952.925578696,1380783.16128572,1539982.16136803,2339107.60815455,2381342.18212634,3800681.81265698,3972600.45550141,3656418.38817455,3834285.60506892,3096974.11332877,2734752.2830928,138523.066253299,994716.6692923,164125.389744186,164125.389744186,164125.389744186,2,2,1,1,1,1,NA,NA,NA,1,1,1,1,1,NA,1129938.99688132,1129938.99688132,1222610.06100916,1439944.86481229,1514366.7452466,699229.064232599,699256.004388655,389348.06238583,47395.6244615944,47395.6244615944,503111.74106333,15577853.9222162,21617872.8709424,22769979.9545374,22795718.5112791,22792309.9004416,22758815.0777137,"Saponaria officinalis"
"Hippodamia variegata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,1,1,1,2,1010377.07255652,1010377.07255652,3816375.19609578,5201008.74233935,5280599.09230877,5297585.01135167,10319460.4471347,18477616.0032214,18477616.0032214,"Hippodamia variegata"
"Sisymbrium loeselii",NA,NA,NA,NA,NA,1,1,750698.402931927,750698.402931927,750698.402931927,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,"Sisymbrium loeselii"
"Leonurus cardiaca",NA,NA,NA,NA,68034.7487096172,2665500.27592249,2665500.27592249,3587772.92616457,3600136.91968484,3161831.99249426,2919204.57530905,3684071.69277529,3601597.65305155,3199763.68380171,0.580630312288785,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,7343.36699296417,7343.36699296417,54294.9394093811,54431.6512028954,537583.702693045,537583.702693045,794149.230124112,2794443.51144335,5835226.22545951,6689467.03856944,6689467.03856944,6651496.3747591,"Leonurus cardiaca"
"Sedum sarmentosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,839207.64674147,1477944.92459427,2044332.27262745,2044332.27262745,"Sedum sarmentosum"
"Columba livia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20992118.9735182,27483380.1227075,27506219.1233573,"Columba livia"
"Ranunculus acris",NA,11566935.4891273,22329526.1781344,25155366.0103798,25155366.0103798,31550553.3724058,35792470.5707961,38149355.4365765,38076898.7566405,43734030.6439955,58087178.0397026,58630649.6517338,55756448.8044666,30655268.1420763,27255291.5955471,28350914.7039016,21374213.4251074,40175028.4697374,43109193.8651654,44401587.125085,68085889.9839549,68569059.3860533,32772219.781943,17166761.5263945,22292476.3704876,16103553.7932298,13608126.5785059,12755897.5112981,23949746.4417253,45633346.4910701,62221447.5803548,54828688.1633312,78666560.2680557,82926532.9822181,50455049.759555,40096519.4429241,40096519.4429241,32225923.8858347,26147407.4702921,26072162.5602974,19474568.460007,20155299.8798156,21924160.8473211,6991100.13778435,28373058.4749928,32009702.0746398,32009702.0746398,32285616.7226974,40651251.3341303,67166067.6632981,66587451.3243484,"Ranunculus acris"
"Lithospermum officinale",8613.52549997413,8613.52549997413,5196.48910859337,13.1006131886363,2833.04100637444,269215.894439357,269215.894439357,721857.570610952,1463279.69281514,2032196.51304766,473987.994170907,473987.994170907,473987.994170907,85544.0694031988,1,1,1,2,35940.3961632019,35940.3961632019,2,2,3233233.66120637,3110319.91655931,3110319.91655931,3110319.91655931,3110319.91655931,2,1,NA,NA,NA,2,2,114262.076326125,354159.073460259,354159.073460259,291505.156724304,291505.156724304,1833682.34580399,1861920.29077509,1983896.23787367,1972717.01190048,1972717.01190048,703025.126089757,16377273.297333,16406906.7496377,20877855.4432857,25656467.7969186,25612247.1830479,24104627.8209384,"Lithospermum officinale"
"Cirsium arvense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18667923.8486667,42207815.2130919,42416264.4619768,53199807.396576,54088003.839207,54064857.6255107,"Cirsium arvense"
"Phleum pratense",49069923.1258576,55536149.9221618,57775105.4594123,57426682.103365,45240794.9996805,45240794.9996805,48586493.3037202,36795223.0254161,36795223.0254161,40296120.2884136,65872371.1619151,51026332.8877452,25493494.1490372,25493494.1490372,24033765.8740488,7203748.41205442,2,46401011.1655711,46401011.1655711,50204854.5887342,50204854.5887342,50204854.5887342,7114894.14489737,7059370.18796716,1567398.74204464,8650552.42217628,23556578.0685015,37978172.5065416,37978172.5065416,44663659.4972429,69949208.4735747,66182670.4021704,51079423.5831138,53517340.5739804,43499504.6881576,35334529.0718184,67801407.095709,68676115.0920039,50497378.4258519,56537393.63254,39852355.7769411,5061998.72209773,104567.61747596,252051.192350668,15691998.1056433,19140055.1389189,27948290.5200613,43445396.8928763,48198573.5512361,55418525.6481171,55418525.6481171,"Phleum pratense"
"Cryptococcus fagisuga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,69.1958340675503,293319.83442877,626603.732294059,1202591.02907998,3328655.3345574,3553066.41437723,3763586.83554444,4162635.36206172,4091834.33287305,"Cryptococcus fagisuga"
"Capsella bursa-pastoris",25669095.6126173,34012379.9233874,34217202.6495038,23934728.7007373,26057587.9506739,26299891.4234008,35694603.9959738,39721943.6860428,39734252.6154468,41386872.295496,40223724.7648901,31922365.2977815,34002637.8791508,33180247.7755396,26200773.6700535,24855201.6752249,22687865.0937091,43996384.3374348,46944996.5246494,50699698.7605267,66634108.0559966,66634108.0559966,26069010.5191048,20755246.6728808,13592041.4111361,6946752.54537964,13703330.511431,1,1,1,0,0,17507173.4992248,32221986.0102806,32221986.0102806,32221986.0102806,32221986.0102806,35499389.5349509,1,2,2052759.28033792,2052759.28033792,1936062.66324864,1936062.66324864,1651920.2984239,6493018.15144706,8364871.40731963,10022070.9583208,18910517.0289151,21557485.2613786,21466733.8691999,"Capsella bursa-pastoris"
"Trifolium repens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29737356.2169169,50249327.2362237,55654806.0997098,55654806.0997098,"Trifolium repens"
"Portulaca oleracea",2,2,2,1,1,47154.5886521301,47154.5886521301,621623.588997585,621623.588997585,621623.588997585,2,2,2,2,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,78360.2189747192,200262.742338806,4888509.69268348,6287914.82474697,10351061.5121201,12138117.0911845,12138117.0911845,"Portulaca oleracea"
"Berberis vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,2905932.4321533,2905932.4321533,9424952.27509966,9866848.2189845,9866848.2189845,8969025.54916798,"Berberis vulgaris"
"Enoplognatha ovata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3201550.76318762,3201550.76318762,1842740.52998586,1938224.89845707,1938224.89845707,628924.918505294,326594.064249886,331074.244401547,7458662.49591648,30671904.3756927,30884335.2944681,35508344.8303658,38108196.0441158,38108196.0441158,"Enoplognatha ovata"
"Lonicera tatarica",75678.2026711456,75678.2026711456,5552546.80378026,403836.883830405,403836.883830405,2,2,1,0,5789803.01874515,5789803.01874515,5789803.01874515,5789803.01874515,0,NA,NA,1,1,1,1,2,2,2,207845.677789203,207845.677789203,228962.686794064,72010.5819882927,72010.5819882927,41907.3905965027,41907.3905965027,2313423.15728146,0,23616.1959995605,2783114.67990977,2783114.67990977,120194.486564413,295456.142985193,150169.70108783,2,20071.8724864746,2020728.68444163,2033058.30604933,3235987.19990596,3235987.19990596,6381255.25806367,25184411.1071228,26080099.1447944,26080099.1447944,26151341.8671177,26483727.124322,16682908.5764658,"Lonicera tatarica"
"Phragmites australis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21001227.9077162,26343780.8728745,26630074.4178622,"Phragmites australis"
"Galeopsis tetrahit",19163374.8596282,19163374.8596282,41879575.0808444,25965638.8774361,26370877.577722,28806665.9174198,37900802.835511,39078714.4572534,39533484.142891,42328295.6080087,40820261.3302557,20207345.3824523,23081861.6675349,22806377.6754496,17385272.6056673,11491354.7224608,4754816.4331421,45963181.3119601,38347517.6877296,38347517.6877296,75405056.7038761,73721374.1349861,9014206.92423604,34122220.9869617,31269651.622885,22325366.6764084,13061187.4527009,6456720.79415117,795537.97262207,795537.97262207,4300625.1533897,8229002.90093856,8248293.43578077,13255716.4753894,15059041.4150586,9460167.12136387,10138123.702168,9238757.99050888,4735952.90808784,5048253.993893,7630293.88247314,2488339.64573189,13922235.0178884,15889002.3126833,15951231.1462722,33913384.2845702,33913384.2845702,37567070.6192542,40112027.2356751,39960425.5622544,32190035.1053785,"Galeopsis tetrahit"
"Convallaria majalis",260.414890401649,331.180750289154,0,0,52.3418339365005,52.3418339365005,1,2,2,2,2,6440276.52323818,2,2,1,2,1,1,1,2,1,2,113369.607250819,113369.607250819,4481692.17409863,4481692.17409863,2,1,1,NA,NA,1,1,2,2,2,1,1,2,2,2,2,2,735285.581940353,2829221.60064284,4266845.02568448,19784725.3931534,19912200.8493847,28136525.9263695,28136525.9263695,28136525.9263695,"Convallaria majalis"
"Iris pseudacorus",1,2,1,1,2193622.51697615,2193622.51697615,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,3411.34695182209,8794.05707124348,664.436254771233,664.436254771233,664.436254771233,1,NA,NA,1,1,1,1,2,1643871.98508857,1671847.92010062,3359002.8951603,3362435.05156395,6114502.08016939,4177457.19858308,8867306.88270186,8894691.87733516,14854601.5023444,14587640.1733453,14587640.1733453,"Iris pseudacorus"
"Pieris rapae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19391332.2311815,39175471.19499,39757427.9143471,39757427.9143471,"Pieris rapae"
"Echium vulgare",2596788.47908453,2856695.80383947,1886737.20203968,4864633.47846744,8347916.61286072,8347916.61286072,4738799.97069932,3522675.55880552,3863399.1049263,5692698.17002744,5430768.05205903,4086400.18942802,941220.595411121,617968.288959681,NA,NA,1,1,2401707.635509,5133127.4649746,5133127.4649746,4025367.48390427,8584460.91193352,2,2,577766.70757493,7057998.64667916,2551400.50975278,6415250.86127004,5350428.46365486,2283318.36550822,11588296.8292678,13350356.298629,13350356.298629,13350356.298629,425526.123310815,295959.224219837,3819391.25186685,6873018.42766824,8245864.46691081,10649330.7738509,10649330.7738509,9677733.90404394,13485045.507151,29567457.0126349,26800461.2610472,31298101.7420721,31599393.4996674,31610583.6619295,28407886.8164335,27498373.2318915,"Echium vulgare"
